 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, rowcost
C locrian (0), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:2, 4+0:0:1:0:2, 6+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:1:1:3, 3+0:0:1:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:1:0:1, 9+0:0:1:0:3, 14+6:0:0:0:7, 2+0:0:0:0:1, 92+6:0:8:1:36
F major (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:2, 5+0:0:1:0:2, 7+0:0:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:1:3, 4+0:0:1:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:1:0:1, 3+0:0:1:0:1, 8+0:0:1:0:3, 15+6:0:0:0:7, 3+0:0:0:0:1, 104+6:0:8:1:36
G major (1#), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:1:0:2, 7+0:0:1:0:2, 8+0:0:1:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 7+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 9+0:0:1:1:3, 6+0:0:1:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:1:0:1, 3+0:0:1:0:1, 10+0:0:1:0:3, 15+6:0:0:0:7, 5+0:0:0:0:1, 137+6:0:8:1:36
D minor (1b), 1+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:4, 5+0:1:1:0:3, 7+0:0:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:3, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:1:5, 4+0:0:1:0:3, 4+0:0:0:0:2, 5+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:1:0:2, 3+0:0:1:0:2, 9+0:0:1:0:4, 14+6:6:0:0:6, 3+0:0:0:0:2, 115+6:13:8:1:42
E minor (1#), 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:1:0:0:1, 4+0:2:0:0:2, 4+0:2:0:0:2, 7+0:5:1:0:5, 7+0:5:1:0:5, 8+0:4:1:0:4, 4+0:2:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 7+0:5:0:0:5, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:2, 4+0:2:0:0:2, 9+0:7:1:1:6, 6+0:5:1:0:5, 4+0:4:0:0:4, 5+0:2:0:0:2, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:3:0:0:3, 2+0:1:0:0:1, 4+0:1:0:0:1, 4+0:4:1:0:4, 3+0:3:1:0:3, 11+0:6:1:0:6, 14+6:4:0:0:4, 5+0:4:0:0:4, 155+6:80:8:1:79
D minor mel (1b), 1+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:4, 6+0:1:1:0:3, 7+0:0:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:0:0:3, 1+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 8+0:0:1:1:5, 5+0:0:1:0:3, 5+0:0:0:0:2, 5+0:1:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 4+0:0:1:0:2, 3+0:0:1:0:2, 10+0:0:1:0:4, 13+6:6:0:0:6, 4+0:0:0:0:2, 131+6:14:8:1:43
E minor mel (1#), 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:1, 5+0:2:0:0:2, 5+0:2:0:0:2, 7+0:5:1:0:5, 7+0:5:1:0:5, 8+0:4:1:0:4, 4+0:2:0:0:2, 4+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 8+0:5:0:0:5, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:1:0:0:1, 5+0:2:0:0:2, 5+0:2:0:0:2, 9+0:7:1:1:6, 6+0:5:1:0:5, 5+0:4:0:0:4, 6+0:2:0:0:2, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:3:0:0:3, 3+0:1:0:0:1, 4+0:1:0:0:1, 4+0:4:1:0:4, 3+0:3:1:0:3, 12+0:6:1:0:6, 13+6:4:0:0:4, 5+0:4:0:0:4, 166+6:80:8:1:79
F major blues (1b), 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:1, 6+0:0:1:0:1, 7+0:0:1:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 3+0:2:0:0:2, 5+0:1:0:0:1, 3+0:2:0:0:2, 3+0:1:0:0:1, 5+0:1:0:0:1, 6+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:1:2, 5+0:0:1:0:1, 4+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:1:0:1, 3+0:0:1:0:1, 10+0:1:1:0:2, 15+6:7:0:0:7, 4+0:0:0:0:0, 152+6:19:8:1:28
G major blues (1#), 1+0:1:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 7+0:5:1:0:3, 7+0:5:1:0:3, 8+0:4:1:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 8+0:4:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 9+0:7:1:1:4, 6+0:4:1:0:3, 5+0:3:0:0:1, 7+0:2:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:1, 4+0:3:1:0:2, 3+0:3:1:0:1, 11+0:5:1:0:2, 16+6:3:0:0:7, 5+0:3:0:0:2, 166+6:63:8:1:35
D minor blues (1b), 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:1, 6+0:0:1:0:1, 7+0:0:1:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 3+0:2:0:0:2, 5+0:1:0:0:1, 3+0:2:0:0:2, 3+0:1:0:0:1, 5+0:1:0:0:1, 6+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:1:2, 5+0:0:1:0:1, 4+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:1:0:1, 3+0:0:1:0:1, 10+0:1:1:0:2, 15+6:7:0:0:7, 4+0:0:0:0:0, 152+6:19:8:1:28
E minor blues (1#), 1+0:1:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 7+0:5:1:0:3, 7+0:5:1:0:3, 8+0:4:1:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 8+0:4:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 9+0:7:1:1:4, 6+0:4:1:0:3, 5+0:3:0:0:1, 7+0:2:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:1, 4+0:3:1:0:2, 3+0:3:1:0:1, 11+0:5:1:0:2, 16+6:3:0:0:7, 5+0:3:0:0:2, 166+6:63:8:1:35
F dorian (1b), 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:2, 6+0:0:1:0:2, 7+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:2, 6+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:1:3, 5+0:0:1:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:1:0:1, 3+0:0:1:0:1, 9+0:0:1:0:3, 14+6:0:0:0:7, 4+0:0:0:0:1, 120+6:0:8:1:37
G dorian (1#), 1+0:1:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 7+0:6:1:0:3, 7+0:6:1:0:3, 8+0:4:1:0:2, 3+0:2:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 8+0:5:0:0:2, 2+0:1:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 9+0:8:1:1:4, 6+0:5:1:0:3, 5+0:4:0:0:1, 6+0:2:0:0:2, 2+0:1:0:0:0, 1+0:0:0:0:0, 3+0:3:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:1, 4+0:4:1:0:2, 3+0:3:1:0:1, 11+0:6:1:0:2, 14+6:4:0:0:7, 5+0:4:0:0:2, 148+6:86:8:1:36
F phrygian (1b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:2, 4+0:0:1:0:2, 6+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:1:1:3, 3+0:0:1:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:1:0:1, 9+0:0:1:0:3, 14+6:0:0:0:7, 2+0:0:0:0:1, 92+6:0:8:1:36
G phrygian (1#), 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:2, 6+0:0:1:0:2, 7+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:2, 6+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:1:3, 5+0:0:1:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:1:0:1, 3+0:0:1:0:1, 9+0:0:1:0:3, 14+6:0:0:0:7, 4+0:0:0:0:1, 120+6:0:8:1:37
F lydian (1b), 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:2, 6+0:0:1:0:2, 7+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:2, 6+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:1:3, 5+0:0:1:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:1:0:1, 3+0:0:1:0:1, 9+0:0:1:0:3, 14+6:0:0:0:7, 4+0:0:0:0:1, 120+6:0:8:1:37
G lydian (1#), 1+0:1:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 7+0:6:1:0:3, 7+0:6:1:0:3, 8+0:4:1:0:2, 3+0:2:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 8+0:5:0:0:2, 2+0:1:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 9+0:8:1:1:4, 6+0:5:1:0:3, 5+0:4:0:0:1, 6+0:2:0:0:2, 2+0:1:0:0:0, 1+0:0:0:0:0, 3+0:3:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:1, 4+0:4:1:0:2, 3+0:3:1:0:1, 11+0:6:1:0:2, 14+6:4:0:0:7, 5+0:4:0:0:2, 148+6:86:8:1:36
F mixolydian (1b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:2, 4+0:0:1:0:2, 6+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:1:1:3, 3+0:0:1:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:1:0:1, 9+0:0:1:0:3, 14+6:0:0:0:7, 2+0:0:0:0:1, 92+6:0:8:1:36
